CODE,ALIAS_CODE,ALIAS_TYPE
DE172,112061000,WARNCELL
DE173,104012000,WARNCELL
DE174,109764000,WARNCELL
DE175,108327000,WARNCELL
DE176,103255000,WARNCELL
DE177,106634000,WARNCELL
DE178,109478000,WARNCELL
DE179,114729000,WARNCELL
DE180,115087000,WARNCELL
DE181,101060000,WARNCELL
DE182,107134000,WARNCELL
DE183,109172000,WARNCELL
DE184,108222000,WARNCELL
DE185,106531000,WARNCELL
DE186,105122000,WARNCELL
DE196,109572000,WARNCELL
DE206,116072000,WARNCELL
DE213,109479000,WARNCELL
DE223,108115000,WARNCELL
DE233,112064000,WARNCELL
DE243,105374000,WARNCELL
DE253,105170000,WARNCELL
DE269,105970000,WARNCELL
DE279,106636000,WARNCELL
DE289,105314000,WARNCELL
DE299,105315000,WARNCELL
DE309,109372000,WARNCELL
DE316,109363000,WARNCELL
DE151,103159000,WARNCELL
DE336,105112000,WARNCELL
DE346,108136000,WARNCELL
DE356,107233000,WARNCELL
DE373,116062000,WARNCELL
DE383,103355000,WARNCELL
DE187,112069000,WARNCELL
DE197,107333000,WARNCELL
DE207,105124000,WARNCELL
DE214,107135000,WARNCELL
DE224,105562000,WARNCELL
DE234,113003000,WARNCELL
DE244,103151000,WARNCELL
DE254,116070000,WARNCELL
DE270,107138000,WARNCELL
DE280,109776000,WARNCELL
DE290,108225000,WARNCELL
DE300,107141000,WARNCELL
DE310,103251000,WARNCELL
DE317,103358000,WARNCELL
DE327,105762000,WARNCELL
DE337,103401000,WARNCELL
DE347,108211000,WARNCELL
DE357,115082000,WARNCELL
DE364,105113000,WARNCELL
DE374,109178000,WARNCELL
DE384,103254000,WARNCELL
DE188,103460000,WARNCELL
DE198,105382000,WARNCELL
DE208,116054000,WARNCELL
DE215,108117000,WARNCELL
DE225,103257000,WARNCELL
DE235,105978000,WARNCELL
DE245,109477000,WARNCELL
DE255,116077000,WARNCELL
DE271,108435000,WARNCELL
DE281,108337000,WARNCELL
DE291,105914000,WARNCELL
DE301,108416000,WARNCELL
DE311,108135000,WARNCELL
DE318,116075000,WARNCELL
DE328,103153000,WARNCELL
DE338,109576000,WARNCELL
DE348,109775000,WARNCELL
DE358,109574000,WARNCELL
DE365,105758000,WARNCELL
DE375,109771000,WARNCELL
DE385,112054000,WARNCELL
DE189,110041000,WARNCELL
DE199,107132000,WARNCELL
DE209,103356000,WARNCELL
DE216,115081000,WARNCELL
DE226,108111000,WARNCELL
DE236,101053000,WARNCELL
DE246,109565000,WARNCELL
DE256,105316000,WARNCELL
DE262,116065000,WARNCELL
DE272,112053000,WARNCELL
DE282,109161000,WARNCELL
DE292,107140000,WARNCELL
DE302,108116000,WARNCELL
DE312,108336000,WARNCELL
DE319,103103000,WARNCELL
DE329,108317000,WARNCELL
DE339,109177000,WARNCELL
DE349,107320000,WARNCELL
DE359,116051000,WARNCELL
DE366,105378000,WARNCELL
DE376,103454000,WARNCELL
DE386,116074000,WARNCELL
DE190,107231000,WARNCELL
DE200,103453000,WARNCELL
DE210,107316000,WARNCELL
DE217,106632000,WARNCELL
DE227,108316000,WARNCELL
DE237,103456000,WARNCELL
DE247,112070000,WARNCELL
DE257,103157000,WARNCELL
DE263,115091000,WARNCELL
DE273,105566000,WARNCELL
DE283,105154000,WARNCELL
DE293,109182000,WARNCELL
DE303,109176000,WARNCELL
DE313,112068000,WARNCELL
DE320,108437000,WARNCELL
DE330,109780000,WARNCELL
DE340,108127000,WARNCELL
DE350,103360000,WARNCELL
DE360,106437000,WARNCELL
DE367,105362000,WARNCELL
DE377,105114000,WARNCELL
DE387,107232000,WARNCELL
DE191,109474000,WARNCELL
DE201,106434000,WARNCELL
DE211,105916000,WARNCELL
DE218,106635000,WARNCELL
DE228,115089000,WARNCELL
DE238,110045000,WARNCELL
DE248,106631000,WARNCELL
DE258,105354000,WARNCELL
DE264,112060000,WARNCELL
DE274,110043000,WARNCELL
DE284,108119000,WARNCELL
DE294,103155000,WARNCELL
DE304,109677000,WARNCELL
DE321,109374000,WARNCELL
DE331,113004000,WARNCELL
DE341,106533000,WARNCELL
DE351,107137000,WARNCELL
DE361,106431000,WARNCELL
DE368,107313000,WARNCELL
DE378,105711000,WARNCELL
DE388,109774000,WARNCELL
DE192,101004000,WARNCELL
DE202,111000000,WARNCELL
DE212,108126000,WARNCELL
DE219,109373000,WARNCELL
DE229,105966000,WARNCELL
DE239,109777000,WARNCELL
DE249,109778000,WARNCELL
DE258,105334000,WARNCELL
DE265,101003000,WARNCELL
DE275,103101000,WARNCELL
DE285,108325000,WARNCELL
DE295,105512000,WARNCELL
DE305,116069000,WARNCELL
DE322,112065000,WARNCELL
DE332,109183000,WARNCELL
DE342,109190000,WARNCELL
DE352,116076000,WARNCELL
DE362,106534000,WARNCELL
DE369,104011000,WARNCELL
DE379,109179000,WARNCELL
DE389,105962000,WARNCELL
DE193,116067000,WARNCELL
DE203,116066000,WARNCELL
DE220,103158000,WARNCELL
DE230,105913000,WARNCELL
DE240,110044000,WARNCELL
DE250,105158000,WARNCELL
DE259,115001000,WARNCELL
DE266,109676000,WARNCELL
DE276,108415000,WARNCELL
DE286,116056000,WARNCELL
DE296,109476000,WARNCELL
DE306,115083000,WARNCELL
DE323,116068000,WARNCELL
DE333,107319000,WARNCELL
DE343,114521000,WARNCELL
DE353,109371000,WARNCELL
DE363,114612000,WARNCELL
DE370,107311000,WARNCELL
DE380,109272000,WARNCELL
DE390,107332000,WARNCELL
DE194,116071000,WARNCELL
DE204,115088000,WARNCELL
DE221,103451000,WARNCELL
DE231,106440000,WARNCELL
DE241,108118000,WARNCELL
DE251,109279000,WARNCELL
DE260,109175000,WARNCELL
DE267,109188000,WARNCELL
DE277,107111000,WARNCELL
DE287,107318000,WARNCELL
DE297,114511000,WARNCELL
DE307,116055000,WARNCELL
DE314,105358000,WARNCELL
DE324,105774000,WARNCELL
DE334,103102000,WARNCELL
DE344,108436000,WARNCELL
DE354,109773000,WARNCELL
DE371,109173000,WARNCELL
DE381,109763000,WARNCELL
DE391,109276000,WARNCELL
DE195,109180000,WARNCELL
DE205,109361000,WARNCELL
DE222,103359000,WARNCELL
DE232,107131000,WARNCELL
DE242,112067000,WARNCELL
DE252,105120000,WARNCELL
DE261,112062000,WARNCELL
DE268,106439000,WARNCELL
DE278,115003000,WARNCELL
DE288,109189000,WARNCELL
DE298,103256000,WARNCELL
DE308,108128000,WARNCELL
DE315,106535000,WARNCELL
DE325,115090000,WARNCELL
DE335,109674000,WARNCELL
DE345,112072000,WARNCELL
DE355,105554000,WARNCELL
DE372,109575000,WARNCELL
DE382,112063000,WARNCELL
DE392,112051000,WARNCELL
DE393,103361000,WARNCELL
DE394,112052000,WARNCELL
DE395,106532000,WARNCELL
DE396,105911000,WARNCELL
DE397,107331000,WARNCELL
DE398,109377000,WARNCELL
DE399,109675000,WARNCELL
DE400,101062000,WARNCELL
DE401,105119000,WARNCELL
DE402,109185000,WARNCELL
DE403,106414000,WARNCELL
DE404,108237000,WARNCELL
DE405,107337000,WARNCELL
DE406,116061000,WARNCELL
DE407,105766000,WARNCELL
DE408,108326000,WARNCELL
DE409,109672000,WARNCELL
DE410,109577000,WARNCELL
DE411,105958000,WARNCELL
DE412,106436000,WARNCELL
DE413,102000000,WARNCELL
DE414,109174000,WARNCELL
DE415,103154000,WARNCELL
DE416,114627000,WARNCELL
DE417,116053000,WARNCELL
DE418,101002000,WARNCELL
DE419,108335000,WARNCELL
DE420,109186000,WARNCELL
DE421,109277000,WARNCELL
DE801,501000005,WARNCELLID
DE802,501000001,WARNCELLID
DE803,501000002,WARNCELLID
DE804,501000004,WARNCELLID
DE805,501000003,WARNCELLID
DE806,501000007,WARNCELLID
DE807,501000008,WARNCELLID
DE808,501000006,WARNCELLID
DE020,909573999,WARNCELLID
DE021,909274999,WARNCELLID
DE022,913075001,WARNCELLID
DE023,914523002,WARNCELLID
DE024,903459999,WARNCELLID
DE025,913071001,WARNCELLID
DE026,906633999,WARNCELLID
DE027,913072003,WARNCELLID
DE028,914730001,WARNCELLID
DE029,909187999,WARNCELLID
DE030,903352001,WARNCELLID
DE031,901058001,WARNCELLID
DE032,913073002,WARNCELLID
DE033,913074002,WARNCELLID
DE034,913075003,WARNCELLID
DE035,908315999,WARNCELLID
DE036,913072001,WARNCELLID
DE037,901057002,WARNCELLID
DE038,914628001,WARNCELLID
DE039,903457002,WARNCELLID
DE040,914524001,WARNCELLID
DE041,906438999,WARNCELLID
DE042,909472999,WARNCELLID
DE043,909278999,WARNCELLID
DE044,914524002,WARNCELLID
DE045,903352002,WARNCELLID
DE050,908236999,WARNCELLID
DE054,914625001,WARNCELLID
DE055,913072002,WARNCELLID
DE060,901059002,WARNCELLID
DE064,903461001,WARNCELLID
DE065,903455001,WARNCELLID
DE075,914626001,WARNCELLID
DE080,908125999,WARNCELLID
DE094,914522001,WARNCELLID
DE100,913075004,WARNCELLID
DE105,909678999,WARNCELLID
DE109,908215999,WARNCELLID
DE110,908226999,WARNCELLID
DE119,105754000,WARNCELLID
DE120,109762000,WARNCELLID
DE125,105558000,WARNCELLID
DE130,109181000,WARNCELLID
DE134,105954000,WARNCELLID
DE145,115084000,WARNCELLID
DE149,116063000,WARNCELLID
DE150,109564000,WARNCELLID
DE155,105974000,WARNCELLID
DE160,107336000,WARNCELLID
DE165,109273000,WARNCELLID
DE166,106433000,WARNCELLID
DE175,108327000,WARNCELLID
DE181,101060000,WARNCELLID
DE185,106531000,WARNCELLID
DE190,107231000,WARNCELLID
DE195,109180000,WARNCELLID
DE200,103453000,WARNCELLID
DE205,109361000,WARNCELLID
DE210,107316000,WARNCELLID
DE215,108117000,WARNCELLID
DE220,103158000,WARNCELLID
DE225,103257000,WARNCELLID
DE230,105913000,WARNCELLID
DE239,109777000,WARNCELLID
DE240,110044000,WARNCELLID
DE254,116070000,WARNCELLID
DE259,115001000,WARNCELLID
DE263,115091000,WARNCELLID
DE264,112060000,WARNCELLID
DE268,106439000,WARNCELLID
DE269,105970000,WARNCELLID
DE278,115003000,WARNCELLID
DE283,105154000,WARNCELLID
DE287,107318000,WARNCELLID
DE293,109182000,WARNCELLID
DE297,114511000,WARNCELLID
DE298,103256000,WARNCELLID
DE302,108116000,WARNCELLID
DE303,109176000,WARNCELLID
DE307,116055000,WARNCELLID
DE308,108128000,WARNCELLID
DE046,909471999,WARNCELLID
DE070,914626002,WARNCELLID
DE085,913074001,WARNCELLID
DE090,913073001,WARNCELLID
DE099,914522002,WARNCELLID
DE104,903455002,WARNCELLID
DE114,105116000,WARNCELLID
DE124,103405000,WARNCELLID
DE129,112071000,WARNCELLID
DE140,112066000,WARNCELLID
DE156,101001000,WARNCELLID
DE161,105513000,WARNCELLID
DE171,105570000,WARNCELLID
DE176,103255000,WARNCELLID
DE186,105122000,WARNCELLID
DE201,106434000,WARNCELLID
DE235,105978000,WARNCELLID
DE245,109477000,WARNCELLID
DE250,105158000,WARNCELLID
DE255,116077000,WARNCELLID
DE274,110043000,WARNCELLID
DE279,106636000,WARNCELLID
DE289,105314000,WARNCELLID
DE304,109677000,WARNCELLID
DE319,103103000,WARNCELLID
DE047,906432999,WARNCELLID
DE056,909184999,WARNCELLID
DE076,913076002,WARNCELLID
DE081,901051001,WARNCELLID
DE095,901054002,WARNCELLID
DE115,116073000,WARNCELLID
DE135,115002000,WARNCELLID
DE141,115086000,WARNCELLID
DE157,105370000,WARNCELLID
DE167,105515000,WARNCELLID
DE182,107134000,WARNCELLID
DE187,112069000,WARNCELLID
DE192,101004000,WARNCELLID
DE202,111000000,WARNCELLID
DE207,105124000,WARNCELLID
DE227,108316000,WARNCELLID
DE232,107131000,WARNCELLID
DE237,103456000,WARNCELLID
DE242,112067000,WARNCELLID
DE247,112070000,WARNCELLID
DE257,103157000,WARNCELLID
DE261,112062000,WARNCELLID
DE266,109676000,WARNCELLID
DE271,108435000,WARNCELLID
DE276,108415000,WARNCELLID
DE296,109476000,WARNCELLID
DE306,115083000,WARNCELLID
DE311,108135000,WARNCELLID
DE316,109363000,WARNCELLID
DE048,915085001,WARNCELLID
DE053,903462001,WARNCELLID
DE058,901056001,WARNCELLID
DE063,914628003,WARNCELLID
DE068,907338999,WARNCELLID
DE073,901055001,WARNCELLID
DE078,909571999,WARNCELLID
DE083,903462002,WARNCELLID
DE088,901057001,WARNCELLID
DE097,907339999,WARNCELLID
DE102,903452001,WARNCELLID
DE117,109271000,WARNCELLID
DE122,103354000,WARNCELLID
DE137,110042000,WARNCELLID
DE147,109779000,WARNCELLID
DE153,107334000,WARNCELLID
DE158,101061000,WARNCELLID
DE183,109172000,WARNCELLID
DE188,103460000,WARNCELLID
DE213,109479000,WARNCELLID
DE218,106635000,WARNCELLID
DE252,105120000,WARNCELLID
DE285,108325000,WARNCELLID
DE295,105512000,WARNCELLID
DE305,116069000,WARNCELLID
DE315,106535000,WARNCELLID
DE320,108437000,WARNCELLID
DE049,909375999,WARNCELLID
DE059,913071002,WARNCELLID
DE069,903457001,WARNCELLID
DE074,908425999,WARNCELLID
DE079,903458999,WARNCELLID
DE084,907335999,WARNCELLID
DE089,909475999,WARNCELLID
DE108,914523001,WARNCELLID
DE113,105166000,WARNCELLID
DE118,106435000,WARNCELLID
DE123,116064000,WARNCELLID
DE139,109562000,WARNCELLID
DE144,112073000,WARNCELLID
DE170,103353000,WARNCELLID
DE180,115087000,WARNCELLID
DE199,107132000,WARNCELLID
DE214,107135000,WARNCELLID
DE224,105562000,WARNCELLID
DE234,113003000,WARNCELLID
DE244,103151000,WARNCELLID
DE249,109778000,WARNCELLID
DE258,105334000,WARNCELLID
DE273,105566000,WARNCELLID
DE288,109189000,WARNCELLID
DE313,112068000,WARNCELLID
DE318,116075000,WARNCELLID
DE323,116068000,WARNCELLID
DE051,907235999,WARNCELLID
DE061,901055002,WARNCELLID
DE066,909275999,WARNCELLID
DE071,914730002,WARNCELLID
DE086,914625002,WARNCELLID
DE091,901051002,WARNCELLID
DE096,909772999,WARNCELLID
DE101,903461002,WARNCELLID
DE106,901054001,WARNCELLID
DE116,109171000,WARNCELLID
DE126,114713000,WARNCELLID
DE131,105770000,WARNCELLID
DE142,103357000,WARNCELLID
DE163,108426000,WARNCELLID
DE168,108417000,WARNCELLID
DE173,104012000,WARNCELLID
DE178,109478000,WARNCELLID
DE197,107333000,WARNCELLID
DE212,108126000,WARNCELLID
DE217,106632000,WARNCELLID
DE222,103359000,WARNCELLID
DE231,106440000,WARNCELLID
DE241,108118000,WARNCELLID
DE246,109565000,WARNCELLID
DE260,109175000,WARNCELLID
DE270,107138000,WARNCELLID
DE284,108119000,WARNCELLID
DE294,103155000,WARNCELLID
DE299,105315000,WARNCELLID
DE309,109372000,WARNCELLID
DE314,105358000,WARNCELLID
DE052,913073003,WARNCELLID
DE057,909671999,WARNCELLID
DE062,901059001,WARNCELLID
DE067,901058002,WARNCELLID
DE072,913075002,WARNCELLID
DE087,909473999,WARNCELLID
DE107,913076001,WARNCELLID
DE112,109376000,WARNCELLID
DE127,105366000,WARNCELLID
DE132,105117000,WARNCELLID
DE138,103351000,WARNCELLID
DE148,107143000,WARNCELLID
DE154,103402000,WARNCELLID
DE159,105915000,WARNCELLID
DE164,105162000,WARNCELLID
DE169,103241000,WARNCELLID
DE174,109764000,WARNCELLID
DE179,114729000,WARNCELLID
DE193,116067000,WARNCELLID
DE198,105382000,WARNCELLID
DE203,116066000,WARNCELLID
DE208,116054000,WARNCELLID
DE223,108115000,WARNCELLID
DE228,115089000,WARNCELLID
DE243,105374000,WARNCELLID
DE248,106631000,WARNCELLID
DE258,105354000,WARNCELLID
DE262,116065000,WARNCELLID
DE267,109188000,WARNCELLID
DE272,112053000,WARNCELLID
DE277,107111000,WARNCELLID
DE282,109161000,WARNCELLID
DE292,107140000,WARNCELLID
DE312,108336000,WARNCELLID
DE317,103358000,WARNCELLID
DE322,112065000,WARNCELLID
DE077,909679999,WARNCELLID
DE082,913071003,WARNCELLID
DE092,914628002,WARNCELLID
DE098,907340999,WARNCELLID
DE103,903452002,WARNCELLID
DE128,105111000,WARNCELLID
DE133,106412000,WARNCELLID
DE143,107133000,WARNCELLID
DE184,108222000,WARNCELLID
DE189,110041000,WARNCELLID
DE194,116071000,WARNCELLID
DE204,115088000,WARNCELLID
DE209,103356000,WARNCELLID
DE219,109373000,WARNCELLID
DE229,105966000,WARNCELLID
DE233,112064000,WARNCELLID
DE238,110045000,WARNCELLID
DE253,105170000,WARNCELLID
DE281,108337000,WARNCELLID
DE286,116056000,WARNCELLID
DE291,105914000,WARNCELLID
DE301,108416000,WARNCELLID
DE321,109374000,WARNCELLID
DE093,915085002,WARNCELLID
DE111,103252000,WARNCELLID
DE121,109673000,WARNCELLID
DE136,110046000,WARNCELLID
DE146,108216000,WARNCELLID
DE152,108235000,WARNCELLID
DE162,116052000,WARNCELLID
DE172,112061000,WARNCELLID
DE177,106634000,WARNCELLID
DE191,109474000,WARNCELLID
DE196,109572000,WARNCELLID
DE206,116072000,WARNCELLID
DE211,105916000,WARNCELLID
DE216,115081000,WARNCELLID
DE221,103451000,WARNCELLID
DE226,108111000,WARNCELLID
DE236,101053000,WARNCELLID
DE251,109279000,WARNCELLID
DE256,105316000,WARNCELLID
DE265,101003000,WARNCELLID
DE275,103101000,WARNCELLID
DE280,109776000,WARNCELLID
DE290,108225000,WARNCELLID
DE300,107141000,WARNCELLID
DE310,103251000,WARNCELLID
DE324,105774000,WARNCELLID
DE325,115090000,WARNCELLID
DE151,103159000,WARNCELLID
DE327,105762000,WARNCELLID
DE328,103153000,WARNCELLID
DE329,108317000,WARNCELLID
DE330,109780000,WARNCELLID
DE331,113004000,WARNCELLID
DE332,109183000,WARNCELLID
DE333,107319000,WARNCELLID
DE334,103102000,WARNCELLID
DE335,109674000,WARNCELLID
DE336,105112000,WARNCELLID
DE337,103401000,WARNCELLID
DE338,109576000,WARNCELLID
DE339,109177000,WARNCELLID
DE340,108127000,WARNCELLID
DE341,106533000,WARNCELLID
DE342,109190000,WARNCELLID
DE343,114521000,WARNCELLID
DE344,108436000,WARNCELLID
DE345,112072000,WARNCELLID
DE346,108136000,WARNCELLID
DE347,108211000,WARNCELLID
DE348,109775000,WARNCELLID
DE349,107320000,WARNCELLID
DE350,103360000,WARNCELLID
DE351,107137000,WARNCELLID
DE352,116076000,WARNCELLID
DE353,109371000,WARNCELLID
DE354,109773000,WARNCELLID
DE355,105554000,WARNCELLID
DE356,107233000,WARNCELLID
DE357,115082000,WARNCELLID
DE358,109574000,WARNCELLID
DE359,116051000,WARNCELLID
DE360,106437000,WARNCELLID
DE361,106431000,WARNCELLID
DE362,106534000,WARNCELLID
DE363,114612000,WARNCELLID
DE364,105113000,WARNCELLID
DE365,105758000,WARNCELLID
DE366,105378000,WARNCELLID
DE367,105362000,WARNCELLID
DE368,107313000,WARNCELLID
DE369,104011000,WARNCELLID
DE370,107311000,WARNCELLID
DE371,109173000,WARNCELLID
DE372,109575000,WARNCELLID
DE373,116062000,WARNCELLID
DE374,109178000,WARNCELLID
DE375,109771000,WARNCELLID
DE376,103454000,WARNCELLID
DE377,105114000,WARNCELLID
DE378,105711000,WARNCELLID
DE379,109179000,WARNCELLID
DE380,109272000,WARNCELLID
DE390,107332000,WARNCELLID
DE395,106532000,WARNCELLID
DE400,101062000,WARNCELLID
DE405,107337000,WARNCELLID
DE409,109672000,WARNCELLID
DE381,109763000,WARNCELLID
DE391,109276000,WARNCELLID
DE396,105911000,WARNCELLID
DE401,105119000,WARNCELLID
DE406,116061000,WARNCELLID
DE411,105958000,WARNCELLID
DE416,114627000,WARNCELLID
DE382,112063000,WARNCELLID
DE387,107232000,WARNCELLID
DE397,107331000,WARNCELLID
DE402,109185000,WARNCELLID
DE407,105766000,WARNCELLID
DE383,103355000,WARNCELLID
DE403,106414000,WARNCELLID
DE412,106436000,WARNCELLID
DE417,116053000,WARNCELLID
DE384,103254000,WARNCELLID
DE389,105962000,WARNCELLID
DE394,112052000,WARNCELLID
DE404,108237000,WARNCELLID
DE414,109174000,WARNCELLID
DE419,108335000,WARNCELLID
DE385,112054000,WARNCELLID
DE410,109577000,WARNCELLID
DE386,116074000,WARNCELLID
DE415,103154000,WARNCELLID
DE420,109186000,WARNCELLID
DE388,109774000,WARNCELLID
DE393,103361000,WARNCELLID
DE398,109377000,WARNCELLID
DE408,108326000,WARNCELLID
DE418,101002000,WARNCELLID
DE392,112051000,WARNCELLID
DE421,109277000,WARNCELLID
DE399,109675000,WARNCELLID
DE413,102000000,WARNCELLID
AT003,AT331,NUTS3
AT003,AT332,NUTS3
AT003,AT334,NUTS3
AT003,AT335,NUTS3
